Periodo,F1_Score,Accuracy,Precision,Recall,Best_Params
2021-31,0.9333333333333333,0.875,1.0,0.875,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-32,0.9291521486643437,0.9523809523809523,0.9523809523809523,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__max_depth': 2, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__ccp_alpha': 0.01}"
2021-33,0.22857142857142856,0.4,0.4,1.0,"{'selectk__k': 9, 'clf__splitter': 'random', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__max_depth': 3, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0325}"
2021-34,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2021-35,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2021-36,0.6231306081754735,0.7352941176470589,0.7352941176470589,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2021-37,0.9043010752688173,0.9354838709677419,0.9354838709677419,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-38,0.8941798941798941,0.9285714285714286,0.9285714285714286,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-39,0.8816666666666667,0.92,0.92,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-41,0.022222222222222223,0.1111111111111111,0.1111111111111111,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2021-43,0.0,0.0,0.0,0.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-44,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,"{'selectk__k': 18, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__max_depth': 2, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-45,1.0,1.0,1.0,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-46,0.8916332201296697,0.926829268292683,0.926829268292683,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-47,0.8713190802743043,0.8108108108108109,0.967741935483871,0.8333333333333334,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2021-49,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'best', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 20, 'clf__max_features': 'log2', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.05500000000000001}"
2021-50,1.0,1.0,1.0,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-01,0.6363636363636364,0.5,0.9166666666666666,0.5238095238095238,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-02,1.0,1.0,1.0,1.0,"{'selectk__k': 7, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__max_depth': 2, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'clf__ccp_alpha': 0.0325}"
2022-03,0.0,0.0,0.0,0.0,"{'selectk__k': 19, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0325}"
2022-04,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-05,0.5775401069518717,0.5454545454545454,0.75,0.6666666666666666,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-06,0.728448275862069,0.8125,0.8125,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-08,0.8526315789473683,0.9,0.9,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-10,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-11,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-13,1.0,1.0,1.0,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__max_depth': 2, 'clf__criterion': 'gini', 'clf__class_weight': 'balanced', 'clf__ccp_alpha': 0.01}"
2022-14,0.9447938504542278,0.9629629629629629,0.9629629629629629,1.0,"{'selectk__k': 12, 'clf__splitter': 'random', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-15,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-16,1.0,1.0,1.0,1.0,"{'selectk__k': 10, 'clf__splitter': 'random', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'log2', 'clf__max_depth': 3, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-17,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-18,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-19,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-20,0.5333333333333333,0.6666666666666666,0.6666666666666666,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-22,0.9291521486643438,0.9523809523809523,0.9523809523809523,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-23,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-24,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-26,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-27,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-28,1.0,1.0,1.0,1.0,"{'selectk__k': 5, 'clf__splitter': 'best', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': None, 'clf__max_depth': 2, 'clf__criterion': 'entropy', 'clf__class_weight': 'balanced', 'clf__ccp_alpha': 0.0775}"
2022-31,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-32,0.0,0.0,0.0,0.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-33,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-34,0.9379432624113475,0.9583333333333334,0.9583333333333334,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-35,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-36,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-37,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-38,0.958528951486698,0.9722222222222222,0.9722222222222222,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-39,0.8816666666666667,0.92,0.92,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-40,0.9100378787878788,0.9393939393939394,0.9393939393939394,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-41,0.7575757575757576,0.8333333333333334,0.8333333333333334,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-42,0.942684766214178,0.9615384615384616,0.9615384615384616,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-43,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-44,0.8526315789473684,0.9,0.9,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-45,0.0,0.0,0.0,0.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-46,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-47,0.7575757575757575,0.8333333333333334,0.8333333333333334,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-48,0.9447938504542278,0.9629629629629629,0.9629629629629629,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-49,0.711111111111111,0.8,0.8,1.0,"{'selectk__k': 6, 'clf__splitter': 'best', 'clf__min_samples_split': 10, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'gini', 'clf__class_weight': None, 'clf__ccp_alpha': 0.01}"
2022-50,1.0,1.0,1.0,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
2022-51,0.8861538461538461,0.9230769230769231,0.9230769230769231,1.0,"{'selectk__k': 8, 'clf__splitter': 'random', 'clf__min_samples_split': 20, 'clf__min_samples_leaf': 10, 'clf__max_features': 'sqrt', 'clf__max_depth': 4, 'clf__criterion': 'entropy', 'clf__class_weight': None, 'clf__ccp_alpha': 0.0775}"
